Symbol,Gene_symbol,IPI_accession,IPIs,Description,Protein_length,hESC_SpC,hNSC_SpC,NSAF_SpC_ratio,hESC_G_mean,hESC_Ln_NSAF,hESC_RSD_pct,hNSC_G_mean,hNSC_Ln_NSAF,hNSC_RSC_pct,t_test_p,color
WDR4,WDR4,IPI00025718,IPI00929723;IPI00929688;IPI00025718,Isoform 1 of tRNA (guanine-N(7)-)-methyltransferase subunit WDR4,412,"( 18 ,20 ,14 )","( 21 ,18 ,9 )",1.121846598,6.38365e-05,-9.659185468,4.584000115,5.69031e-05,-9.774161544,6.842794614,0.815918528,gray
HEBP1,HEBP1,IPI00148063,IPI00148063,Heme-binding protein 1,189,"( 15 ,14 ,32 )","( 18 ,17 ,23 )",0.968087164,0.000152605,-8.787657573,2.334947713,0.000157636,-8.755224422,1.086123672,0.816028802,gray
ATP6V1G1,ATP6V1G1,IPI00025285,IPI00025285,V-type proton ATPase subunit G 1,118,"( 10 ,13 ,17 )","( 12 ,6 ,23 )",1.082392091,0.000168716,-8.687294469,1.198728705,0.000155873,-8.766467959,6.193019893,0.816080746,gray
KDM2B,KDM2B,IPI00185326,IPI00737594;IPI00185326;IPI00789336;IPI00747262;IPI00455183;IPI00796446,Isoform 1 of Lysine-specific demethylase 2B,1336,"( 4 ,12 ,4 )","( 8 ,4 ,4 )",1.144656866,6.92233e-06,-11.88075846,6.36588126,6.04751e-06,-12.01586337,4.693126797,0.816106973,gray
MUSTN1,MUSTN1;TMEM110,IPI00966734,IPI00966995;IPI00874234;IPI00478648;IPI00947526;IPI00966734,10 kDa protein,96,"( 0 ,0 ,0 )","( 2 ,2 ,2 )",0.952400236,7.96048e-06,-11.74102092,2.260736083,8.35834e-06,-11.692251,1.836340743,0.816733044,gray
DCAF8,DCAF8,IPI00290071,IPI00290071,"cDNA FLJ55296, highly similar to Homo sapiens WD repeat domain 42A (WDR42A), mRNA",751,"( 12.2667 ,18.2 ,9.09091 )","( 7.5 ,12.5 ,15.8125 )",1.091656274,2.57674e-05,-10.56640134,5.442018648,2.36039e-05,-10.6540974,2.033546367,0.816776183,gray
HBD,HBG2;HBE1;HBD;HBB;HBG1,IPI00884107,IPI00749035;IPI00853641;IPI00939544;IPI00930351;IPI00815947;IPI00884107;IPI00657911;IPI00217471;IPI00965414;IPI00220706;IPI00654755;IPI00554676;IPI00791558;IPI00744503;IPI00473011;IPI00657660;IPI00939160;IPI00796636;IPI00829896,Beta-globin gene from a thalassemia patient,175,"( 4 ,5 ,5 )","( 0 ,2 ,40 )",1.334301239,4.05386e-05,-10.11325544,2.118190876,3.03819e-05,-10.40166318,19.73758744,0.818336661,gray
ZMYM3,ZMYM3,IPI00641109,IPI00641109;IPI00219027;IPI00643802;IPI00029484;IPI00645504;IPI00642326,Putative uncharacterized protein ZMYM3,1372,"( 6 ,4.2 ,5 )","( 1 ,11.1111 ,7 )",1.190600735,5.89607e-06,-12.041224,2.771494734,4.95218e-06,-12.215682,9.759641682,0.818671023,gray
DENR,DENR,IPI00940755,IPI00909445;IPI00306280;IPI00940755,Putative uncharacterized protein DENR,200,"( 18 ,18 ,17 )","( 22 ,17 ,17 )",0.937305565,0.000136117,-8.901992212,3.433325268,0.000145222,-8.837246272,3.868405591,0.818755614,gray
ATP13A1,ATP13A1,IPI00034277,IPI00218353;IPI00034277,Isoform A of Probable cation-transporting ATPase 13A1,1204,"( 34 ,30 ,24 )","( 31 ,35 ,27 )",0.926006341,3.68597e-05,-10.20839214,4.300683732,3.9805e-05,-10.13151795,3.190738948,0.818986306,gray
C12orf10,C12orf10,IPI00029444,IPI00029444,"UPF0160 protein MYG1, mitochondrial",376,"( 41 ,37 ,60 )","( 41 ,30 ,63 )",1.037300654,0.000182852,-8.606835329,0.98560339,0.000176276,-8.643457143,2.841529735,0.819111399,gray
HSD17B11,HSD17B11,IPI00329598,IPI00329598;IPI00966408,Estradiol 17-beta-dehydrogenase 11,300,"( 6 ,5 ,5 )","( 7 ,5 ,3 )",1.107241129,2.70697e-05,-10.51709428,3.227443664,2.44479e-05,-10.61896573,6.029345196,0.819427956,gray
PEG10,PEG10,IPI00955846,IPI00939120;IPI00955846;IPI00022095;IPI00455806,retrotransposon-derived protein PEG10 isoform 3,784,"( 15 ,10 ,18 )","( 11 ,19 ,10 )",1.076977377,2.73048e-05,-10.50844801,2.198665688,2.53532e-05,-10.5826064,4.497013786,0.820001976,gray
ERLIN2,ERLIN2,IPI00026942,IPI00384365;IPI00026942,Isoform 1 of Erlin-2,339,"( 44.4255 ,64.4026 ,39.7047 )","( 47.8824 ,53.8684 ,52.186 )",0.933962524,0.000219862,-8.422512154,5.382694673,0.000235407,-8.354193188,2.307139695,0.821834239,gray
TUT1,TUT1;EEF1G,IPI00945305,IPI00946813;IPI00945305;IPI00937615;IPI00956731;IPI00956366;IPI00000875;IPI00910941;IPI00152804;IPI00010212,Protein,914,"( 9 ,11 ,639 )","( 6 ,270.321 ,2.42697 )",1.624353911,8.48395e-05,-9.374749514,27.12459829,5.22297e-05,-9.859859657,25.71226224,0.822136699,gray
GALK1,GALK1,IPI00019383,IPI00747722;IPI00019383;IPI00940264,"cDNA FLJ56840, highly similar to Galactokinase",422,"( 11 ,14 ,16 )","( 16 ,12 ,14 )",0.956439431,4.92744e-05,-9.918105321,1.529790812,5.15186e-05,-9.873567505,2.882905452,0.822698158,gray
NDUFAF3,NDUFAF3,IPI00399053,IPI00797958;IPI00399053,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,184,"( 10 ,13 ,7 )","( 12 ,10 ,5 )",1.129282696,8.10205e-05,-9.420807871,5.943543135,7.17451e-05,-9.54239052,7.158409908,0.823015979,gray
REEP5,REEP5,IPI00024670,IPI00922887;IPI00024670;IPI00852934;IPI00922290,Receptor expression-enhancing protein 5,189,"( 24 ,21 ,15 )","( 14 ,29 ,13 )",1.109275228,0.000159188,-8.745424643,5.783914373,0.000143506,-8.849131497,6.310842381,0.82307851,gray
MCM7,MCM7,IPI00299904,IPI00299904,Isoform 1 of DNA replication licensing factor MCM7,719,"( 172 ,192 ,262 )","( 162 ,161 ,295 )",1.022344577,0.000436404,-7.73694111,0.735361097,0.000426866,-7.759039705,1.935076881,0.823275648,gray
PLEC,PLEC,IPI00014898,IPI00014898;IPI00186711;IPI00398002,Isoform 1 of Plectin-1,4684,"( 103.394 ,129.421 ,137.043 )","( 93.9611 ,132.802 ,124.324 )",1.036897338,4.08522e-05,-10.10554966,1.816673228,3.93985e-05,-10.14178259,1.865229622,0.823503305,gray
MED20,MED20,IPI00174852,IPI00916936;IPI00174852;IPI00853365,Mediator of RNA polymerase II transcription subunit 20,212,"( 8 ,13 ,18 )","( 8 ,9 ,21 )",1.053496389,8.93054e-05,-9.323448577,2.329235891,8.47705e-05,-9.375563103,3.328389597,0.823938508,gray
ADD1,ADD1,IPI00220158,IPI00964151;IPI00963894;IPI00019901;IPI00220158;IPI00376220,Isoform 3 of Alpha-adducin,768,"( 81.8182 ,126.489 ,109.867 )","( 88.5789 ,122.752 ,115.868 )",0.950085196,0.000229628,-8.37905103,4.268931728,0.000241692,-8.327847412,1.322308606,0.824228881,gray
SF1,SF1,IPI00386119,IPI00386117;IPI00386119;IPI00294627;IPI00967646;IPI00386120,Isoform 5 of Splicing factor 1,764,"( 88 ,89 ,109 )","( 86.0001 ,115 ,89 )",1.04108852,0.000243642,-8.319810914,1.398455579,0.000234026,-8.360077734,3.245998767,0.824817359,gray
TRIP10,TRIP10,IPI00168849,IPI00018804;IPI00168849;IPI00395401;IPI00807460,Isoform 1 of Cdc42-interacting protein 4,601,"( 29 ,16 ,16 )","( 20 ,19 ,26 )",0.927993344,5.16096e-05,-9.871802065,5.476636596,5.56142e-05,-9.797071346,0.936619556,0.824829963,gray
PCK2,PCK2,IPI00797038,IPI00384116;IPI00797038,"Isoform 1 of Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",640,"( 61.95 ,68 ,101.811 )","( 48 ,64 ,118.85 )",1.035036861,0.000180275,-8.621026557,0.170181198,0.000174173,-8.655463598,2.918747987,0.825189529,gray
MYH11,MYH11,IPI00873982,IPI00743857;IPI00020501;IPI00024870;IPI00744256;IPI00873982,Myosin heavy chain 11 smooth muscle isoform,2029,"( 8.88517 ,15.8059 ,19.779 )","( 8.89369 ,3.31858 ,53.4137 )",1.187432999,1.0589e-05,-11.45569374,2.24984272,8.91757e-06,-11.62748758,10.68650963,0.825501833,gray
PCNP,PCNP,IPI00790305,IPI00291608;IPI00790305;IPI00796456,"PEST proteolytic signal containing nuclear protein, isoform CRA_a",199,"( 44 ,65 ,76 )","( 47 ,65 ,79 )",0.96868761,0.000471169,-7.660293891,2.716488467,0.000486399,-7.628480788,1.441793791,0.826360071,gray
HIST1H1C,HIST1H1C,IPI00217465,IPI00217465,Histone H1.2,213,"( 91.6171 ,116.93 ,80.2055 )","( 51.9417 ,100.805 ,126.696 )",1.071657604,0.000682177,-7.290221853,5.771620176,0.000636562,-7.359428465,4.108175537,0.828240578,gray
USP16,USP16,IPI00001780,IPI00923398;IPI00792644;IPI00428464;IPI00001780,Isoform 1 of Ubiquitin carboxyl-terminal hydrolase 16,823,"( 10 ,7 ,2 )","( 8 ,7 ,1 )",1.258714855,9.71509e-06,-11.54183037,9.708291797,7.71826e-06,-11.77192161,11.17143381,0.82828948,gray
COG2,COG2,IPI00000057,IPI00922762;IPI00000057;IPI00643424,Conserved oligomeric Golgi complex subunit 2,738,"( 13 ,8 ,6 )","( 9 ,7 ,7 )",1.100892797,1.7823e-05,-10.93502298,5.841553656,1.61896e-05,-11.03114446,3.055092807,0.828838614,gray
PGRMC1,PGRMC1,IPI00220739,IPI00220739,Membrane-associated progesterone receptor component 1,195,"( 99.8148 ,89.7255 ,164.823 )","( 83.1683 ,102.356 ,155.346 )",1.019827988,0.000892447,-7.021542991,1.464458636,0.000875096,-7.041176965,1.505171946,0.82914882,gray
BCL2L13,BCL2L13,IPI00011635,IPI00220829;IPI00011635,Isoform 2 of Bcl-2-like protein 13,485,"( 6 ,6 ,7 )","( 4 ,13 ,6 )",0.917965348,2.01522e-05,-10.81219796,1.622982732,2.19531e-05,-10.72660232,5.805540703,0.829815758,gray
NDUFA13,NDUFA13,IPI00909465,IPI00909465;IPI00966498;IPI00219685;IPI00942935;IPI00909424,"cDNA FLJ58045, highly similar to NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 13",273,"( 19 ,18 ,22 )","( 18 ,9 ,29 )",1.075426979,0.000124902,-8.987978096,3.136122789,0.000116142,-9.060695868,5.223029241,0.830226424,gray
NENF,NENF,IPI00002525,IPI00002525,Neudesin,172,"( 7 ,5 ,8 )","( 4 ,10 ,8 )",0.940323965,5.81342e-05,-9.752755799,2.251174388,6.18236e-05,-9.691224979,4.258219298,0.830745819,gray
KIF2A,KIF2A,IPI00848334,IPI00010368;IPI00867746;IPI00967632;IPI00867529;IPI00848334,Isoform 4 of Kinesin-like protein KIF2A,744,"( 40.6588 ,44.116 ,47.1405 )","( 38.5846 ,38.28 ,59.9315 )",0.969310703,9.29685e-05,-9.283250256,2.43136487,9.59119e-05,-9.25208018,0.785787157,0.831034385,gray
LENG8,LENG8,IPI00926974,IPI00852904;IPI00217858;IPI00177888;IPI00926974;IPI00658190,96 kDa protein,874,"( 2 ,1 ,8 )","( 3 ,3 ,2 )",0.874488451,4.70005e-06,-12.26793834,7.267760359,5.37462e-06,-12.13382215,4.184021786,0.831741628,gray
EIF2B4,EIF2B4,IPI00220232,IPI00005979;IPI00220232;IPI00654843,Isoform 2 of Translation initiation factor eIF-2B subunit delta,544,"( 44 ,44 ,46 )","( 27 ,45 ,81 )",0.946357243,0.000128445,-8.960008217,2.903281585,0.000135726,-8.904873071,3.753851474,0.832608644,gray
ZMPSTE24,ZMPSTE24,IPI00027180,IPI00027180,CAAX prenyl protease 1 homolog,475,"( 13 ,9 ,26 )","( 14 ,16 ,15 )",0.95107458,4.6623e-05,-9.973416176,3.261894624,4.90214e-05,-9.923253379,2.091178332,0.832838873,gray
YKT6,YKT6,IPI00008569,IPI00927850;IPI00008569,Synaptobrevin homolog YKT6,198,"( 30 ,24 ,46 )","( 28 ,27 ,39 )",1.021977819,0.000247897,-8.3024954,1.82668376,0.000242566,-8.324235189,0.848572891,0.832942565,gray
CHCHD1,CHCHD1,IPI00060107,IPI00646310;IPI00060107,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1,118,"( 2 ,6 ,9 )","( 4 ,4 ,5 )",1.081728919,6.20301e-05,-9.687890134,6.165514265,5.73435e-05,-9.766450746,1.048650225,0.833151522,gray
DDX47,DDX47,IPI00023972,IPI00397372;IPI00023972,Probable ATP-dependent RNA helicase DDX47,455,"( 7 ,10 ,6 )","( 5 ,6 ,11 )",1.068724393,2.52343e-05,-10.58730532,4.471442406,2.36116e-05,-10.6537711,1.860650713,0.833415121,gray
MCM2,MCM2,IPI00922181,IPI00922181;IPI00795155;IPI00184330,"cDNA FLJ53276, moderately similar to DNA replication licensing factor MCM2",954,"( 213 ,225 ,305 )","( 211 ,240 ,293 )",0.986837009,0.000414149,-7.789284689,0.93021333,0.000419673,-7.776034297,0.929951805,0.833587414,gray
ZNF462,ZNF462,IPI00792933,IPI00852632;IPI00945942;IPI00792933;IPI00915450,Isoform 3 of Zinc finger protein 462,2566,"( 13 ,14 ,4 )","( 17 ,17 ,5 )",0.839339981,5.85941e-06,-12.04746124,8.398168542,6.98098e-06,-11.87232181,7.610321867,0.833659891,gray
GGCX,GGCX,IPI00305698,IPI00305698;IPI00915421,Vitamin K-dependent gamma-carboxylase,758,"( 5 ,7 ,10 )","( 4 ,6 ,12 )",1.04913962,1.421e-05,-11.16156396,1.268321799,1.35444e-05,-11.20953438,3.067271987,0.83408473,gray
FNTB,CHURC1;FNTB,IPI00026817,IPI00102920;IPI00026817;IPI00956205;IPI00797096,Protein farnesyltransferase subunit beta,437,"( 8 ,15 ,10 )","( 5.57143 ,10 ,18 )",1.123659983,6.79329e-05,-9.596989627,4.789932724,6.04568e-05,-9.713580827,8.048207967,0.834415027,gray
F8,F8,IPI00017603,IPI00008344;IPI00657892;IPI00017603,Coagulation factor VIII,2351,"( 5 ,1 ,0 )","( 2 ,2 ,2 )",0.77669725,1.46324e-06,-13.43485663,14.6620685,1.88393e-06,-13.18215199,1.628751206,0.834833288,gray
LIMS1,LIMS1,IPI00847665,IPI00847665;IPI00917579;IPI00917064;IPI00788612,"cDNA FLJ55165, highly similar to Particularly interesting new Cys-His protein",387,"( 9 ,14 ,18 )","( 10 ,14 ,14 )",1.032135107,5.18893e-05,-9.866398875,1.913779775,5.02737e-05,-9.898028451,1.623620051,0.835936764,gray
NUP88,NUP88,IPI00001738,IPI00001738,Nuclear pore complex protein Nup88,741,"( 5 ,10 ,2 )","( 6 ,2 ,5 )",1.165621337,9.57392e-06,-11.55646757,9.032614808,8.21358e-06,-11.70972185,5.141070333,0.836080221,gray
BCKDK,BCKDK,IPI00298612,IPI00298612;IPI00643414;IPI00062344;IPI00910522,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",412,"( 0 ,4 ,11 )","( 3 ,2 ,6 )",0.834284479,1.03948e-05,-11.47420167,11.94978653,1.24596e-05,-11.29302084,3.548356829,0.836194248,gray
RALBP1,RALBP1,IPI00009544,IPI00908957;IPI00552562;IPI00009544,RalA-binding protein 1,655,"( 7 ,3 ,3 )","( 8 ,6 ,2 )",0.861489371,9.52108e-06,-11.56200184,5.827447625,1.10519e-05,-11.41290928,8.427480177,0.836408283,gray
SNRPB2,SNRPB2,IPI00029267,IPI00029267,U2 small nuclear ribonucleoprotein B'',225,"( 15.7143 ,14.7778 ,27.65 )","( 15.75 ,18.4021 ,22.0444 )",0.984749368,0.000126258,-8.977184253,1.139737055,0.000128213,-8.961816134,0.718537682,0.836505825,gray
ZBTB8OS,ZBTB8OS,IPI00640902,IPI00640902,"cDNA FLJ75987, highly similar to Homo sapiens zinc finger and BTB domain containing 8 opposite strand (ZBTB8OS), mRNA",179,"( 6 ,6 ,15 )","( 8 ,4 ,13 )",1.072444649,6.95322e-05,-9.573719996,2.795592673,6.48353e-05,-9.643660758,5.010035014,0.837022126,gray
MRPS12,MRPS12,IPI00005692,IPI00005692,"28S ribosomal protein S12, mitochondrial",138,"( 5 ,7 ,6 )","( 5 ,8 ,4 )",1.076401413,6.58317e-05,-9.628409215,3.004448987,6.11591e-05,-9.702032667,5.229288554,0.837726632,gray
KIF20A,KIF20A,IPI00029422,IPI00029422;IPI00968120,Kinesin-like protein KIF20A,890,"( 6 ,10 ,0 )","( 3 ,2 ,10 )",0.780304854,5.33612e-06,-12.14101258,15.42622766,6.8385e-06,-11.89294198,5.517295317,0.838113697,gray
WIPF2,WIPF2,IPI00435947,IPI00435947;IPI00552647,Isoform 1 of WAS/WASL-interacting protein family member 2,440,"( 16 ,14 ,14 )","( 15 ,13 ,13 )",1.055118344,5.10169e-05,-9.883353972,3.243780525,4.83518e-05,-9.937006907,2.830418685,0.838123626,gray
MTX1,MTX1,IPI00013678,IPI00013678;IPI00914855;IPI00394889,Isoform 1 of Metaxin-1,466,"( 16 ,13 ,18 )","( 17 ,13 ,18 )",0.964839198,5.11065e-05,-9.881599823,1.944362271,5.29689e-05,-9.845805997,2.147742024,0.838812272,gray
DDX19A,DDX19A,IPI00019918,IPI00019918,ATP-dependent RNA helicase DDX19A,478,"( 113.657 ,127.774 ,129.1 )","( 103.232 ,116.167 ,135.72 )",1.030581848,0.000394277,-7.838456482,2.873548991,0.000382577,-7.868580026,1.075696308,0.838907094,gray
KIAA0196,KIAA0196,IPI00748472,IPI00748472;IPI00029175,Protein KIAA0196 variant (Fragment),1164,"( 13 ,8 ,28 )","( 5 ,16.3636 ,25 )",1.103262397,1.87507e-05,-10.88427682,3.877070751,1.69957e-05,-10.98254842,6.033902999,0.838922163,gray
UBXN8,UBXN8,IPI00010353,IPI00414693;IPI00220877;IPI00794725;IPI00010353;IPI00952700,Isoform 1 of UBX domain-containing protein 8,270,"( 2 ,2 ,2 )","( 3 ,2 ,1 )",1.109895022,1.19905e-05,-11.33139743,2.342489406,1.08033e-05,-11.43566286,6.938498442,0.839443235,gray
DCP1B,DCP1B,IPI00328309,IPI00871404;IPI00328309,mRNA-decapping enzyme 1B,618,"( 7.875 ,17 ,4 )","( 8 ,10 ,9 )",0.887409634,2.00835e-05,-10.81561353,8.757848038,2.26316e-05,-10.69616495,2.020260317,0.841406128,gray
SMAD3,SMAD3,IPI00024305,IPI00922698;IPI00024305,Mothers against decapentaplegic homolog 3,425,"( 6.41667 ,7.07692 ,0 )","( 2.875 ,4.32867 ,3.34444 )",0.803298273,1.01834e-05,-11.49475118,15.47174076,1.2677e-05,-11.27572199,2.515035913,0.842327139,gray
NME4,NME4,IPI00855980,IPI00658182;IPI00855980;IPI00012972;IPI00853152,25 kDa protein,233,"( 6.07792 ,7 ,0 )","( 5.09434 ,4 ,2 )",0.794099844,1.82338e-05,-10.91223087,16.16434342,2.29617e-05,-10.6816848,6.562396491,0.84254115,gray
CLTA,CLTA,IPI00014587,IPI00946844;IPI00945731;IPI00014587;IPI00216393;IPI00790571,Isoform Brain of Clathrin light chain A,248,"( 26.7857 ,41 ,43 )","( 26 ,27 ,57 )",1.039569996,0.000223161,-8.407616083,2.531281194,0.000214667,-8.446423245,2.800921548,0.842997601,gray
RARS,RARS,IPI00004860,IPI00004860,"Isoform Complexed of Arginyl-tRNA synthetase, cytoplasmic",660,"( 155 ,189 ,304 )","( 171 ,183 ,282 )",0.986122571,0.000480012,-7.641698438,1.249901456,0.000486768,-7.627723818,0.834545461,0.843285664,gray
NCKAP1,NCKAP1,IPI00409684,IPI00031982;IPI00409684,Isoform 2 of Nck-associated protein 1,1134,"( 44 ,38 ,58 )","( 51 ,35 ,57 )",0.967515956,6.19226e-05,-9.68962507,1.262142382,6.40016e-05,-9.656601708,2.516772843,0.843733052,gray
DPP3,DPP3;BBS1,IPI00020672,IPI00334007;IPI00655757;IPI00645051;IPI00020672;IPI00956436;IPI00909042;IPI00645171;IPI00956275;IPI00956642;IPI00045840,Isoform 1 of Dipeptidyl peptidase 3,737,"( 119 ,117 ,168 )","( 100 ,128 ,165 )",1.012571869,0.000275987,-8.195158507,0.884409955,0.00027256,-8.207652006,0.891071427,0.84380984,gray
SEPT10,10-Sep,IPI00873459,IPI00927054;IPI00873459;IPI00921858;IPI00374970,"Septin 10, isoform CRA_c",544,"( 68.5616 ,63.4291 ,61.8321 )","( 54.7826 ,67.3343 ,63.7855 )",1.047293362,0.000185061,-8.594824239,3.865183651,0.000176704,-8.641033325,2.164939906,0.843920035,gray
WRAP53,WRAP53,IPI00306087,IPI00306087,Telomerase Cajal body protein 1,548,"( 6 ,11 ,6 )","( 13 ,9 ,2 )",1.171566701,2.04814e-05,-10.79599565,4.776165851,1.7482e-05,-10.95433756,11.05354672,0.844580976,gray
PEX6,PEX6,IPI00299182,IPI00556483;IPI00383261;IPI00844120;IPI00299182,Peroxisome assembly factor 2,980,"( 7 ,7 ,0 )","( 3 ,2 ,2 )",1.247199103,4.52971e-06,-12.30485289,14.62344124,3.63191e-06,-12.52575321,3.300534763,0.844980113,gray
HNRNPA1,HNRNPA1,IPI00215965,IPI00797148;IPI00465365;IPI00215965;IPI00909288,Isoform A1-B of Heterogeneous nuclear ribonucleoprotein A1,372,"( 370.877 ,366.846 ,862.367 )","( 433.38 ,383.752 ,505.058 )",1.032840031,0.002075411,-6.177596174,3.513942544,0.002009421,-6.209908494,2.577303034,0.845692335,gray
THUMPD3,THUMPD3,IPI00306127,IPI00306127,THUMP domain-containing protein 3,507,"( 17 ,19 ,29 )","( 19 ,12 ,34 )",1.047137563,6.35477e-05,-9.663720046,0.274972266,6.0687e-05,-9.709780357,3.954412973,0.845838036,gray
TM9SF1,TM9SF1,IPI00101374,IPI00101374;IPI00555729,"cDNA FLJ61658, highly similar to Transmembrane 9 superfamily protein member 1",815,"( 12 ,17 ,3.375 )","( 12 ,8.88889 ,9.66667 )",0.872265103,1.69493e-05,-10.98528373,10.10683543,1.94314e-05,-10.84862184,2.930507071,0.847152906,gray
DDX41,DDX41,IPI00964629,IPI00007208;IPI00964629,DEAD-box protein abstrakt variant (Fragment),622,"( 4 ,11 ,7 )","( 5 ,5 ,15 )",0.922877818,1.6634e-05,-11.00405907,4.780080169,1.80241e-05,-10.92380064,3.931204919,0.847686646,gray
DCLK1,DCLK1,IPI00004560,IPI00644293;IPI00004560;IPI00217247,Isoform 2 of Serine/threonine-protein kinase DCLK1,740,"( 6 ,7 ,7 )","( 8 ,12 ,2 )",1.147119943,1.405e-05,-11.17288703,2.005940304,1.22481e-05,-11.31014144,10.15117091,0.848402617,gray
NUP107,NUP107,IPI00028005,IPI00448974;IPI00028005,Nuclear pore complex protein Nup107,925,"( 4 ,12 ,8 )","( 3 ,9 ,19 )",0.898529295,1.21336e-05,-11.31953352,4.799118594,1.35038e-05,-11.21253755,6.579361507,0.84938966,gray
CD40,CD40,IPI00018282,IPI00018282;IPI00218464,Isoform I of Tumor necrosis factor receptor superfamily member 5,277,"( 2 ,2 ,4 )","( 3 ,1 ,4 )",1.08206755,1.39038e-05,-11.18334662,1.256837789,1.28493e-05,-11.26222023,5.878835541,0.84973261,gray
INTS3,INTS3,IPI00792312,IPI00792312;IPI00418336,Isoform 1 of Integrator complex subunit 3,1043,"( 11 ,9 ,12 )","( 11 ,7 ,13 )",1.040884695,1.55201e-05,-11.07337196,1.844428963,1.49105e-05,-11.11344298,2.508994228,0.850622671,gray
MARK2,MARK2,IPI00555838,IPI00555838;IPI00556620;IPI00939910;IPI00335766;IPI00556187;IPI00556468;IPI00556650;IPI00964183;IPI00902451;IPI00718858;IPI00967355;IPI00719075;IPI00555696;IPI00556171;IPI00877119;IPI00967656;IPI00943799,Isoform 1 of Serine/threonine-protein kinase MARK2,788,"( 28.1966 ,37.2997 ,10 )","( 22.4912 ,27.1556 ,11 )",1.142351054,4.42135e-05,-10.02648008,9.429499284,3.8704e-05,-10.15956855,6.512203201,0.85106374,gray
UQCR10,LOC644310;UQCR10,IPI00100810,IPI00740951;IPI00100810;IPI00936546;IPI00000129;IPI00554701,HSPC051,132,"( 2 ,4 ,23 )","( 3 ,2 ,15 )",1.246684938,8.44094e-05,-9.379831638,15.1728717,6.77071e-05,-9.600319617,13.57246809,0.851706527,gray
FOXRED1,FOXRED1,IPI00549357,IPI00956339;IPI00922390;IPI00827653;IPI00549357;IPI00908741,Isoform 1 of FAD-dependent oxidoreductase domain-containing protein 1,486,"( 8 ,11 ,0 )","( 7 ,4 ,3 )",0.787714656,1.12859e-05,-11.39195827,17.49421485,1.43274e-05,-11.15333891,5.80151183,0.851992534,gray
TMEM126B,TMEM126B,IPI00020540,IPI00020540;IPI00829966,Isoform 1 of Transmembrane protein 126B,230,"( 6 ,4 ,0 )","( 2 ,2 ,5 )",0.829198334,1.52139e-05,-11.09330199,14.5047337,1.83477e-05,-10.90600608,2.98071725,0.852051472,gray
ARHGEF12,ARHGEF12,IPI00022164,IPI00022164;IPI00339353,Isoform 1 of Rho guanine nucleotide exchange factor 12,1544,"( 3 ,4 ,2 )","( 0 ,7 ,4 )",1.176620006,2.85538e-06,-12.76630417,4.633896806,2.42677e-06,-12.92895009,9.995885983,0.852142864,gray
UBFD1,UBFD1,IPI00005194,IPI00643653;IPI00005194;IPI00790324,Ubiquitin domain-containing protein UBFD1,533,"( 37 ,46 ,39 )","( 32 ,56 ,41 )",0.95040332,0.000116106,-9.061006246,3.373986123,0.000122165,-9.010137409,3.567334639,0.85218657,gray
ANAPC7,ANAPC7,IPI00008248,IPI00915282;IPI00939488;IPI00945732;IPI00008248,Isoform 1 of Anaphase-promoting complex subunit 7,599,"( 25 ,25 ,18 )","( 27 ,19 ,25 )",0.941108418,5.71739e-05,-9.769412283,4.652752738,6.07517e-05,-9.708715353,2.817670266,0.852493381,gray
SMC3,SMC3,IPI00219420,IPI00219420,Structural maintenance of chromosomes protein 3,1217,"( 94 ,83 ,124 )","( 94 ,89 ,116 )",0.982106332,0.000124211,-8.993529684,1.292410418,0.000126474,-8.975473988,1.187964094,0.852495372,gray
TM9SF3,TM9SF3,IPI00030847,IPI00030847,Transmembrane 9 superfamily member 3,589,"( 29 ,25 ,39 )","( 22 ,27 ,49 )",0.973675911,7.90545e-05,-9.445373557,1.244035992,8.11918e-05,-9.418696786,2.137851582,0.852541633,gray
AP1S2,AP1S2,IPI00009244,IPI00646398;IPI00909244;IPI00009244;IPI00922006,"cDNA FLJ52741, highly similar to Mus musculus adaptor-related protein complex 1, sigma 2 subunit (Ap1s2), mRNA",202,"( 5.6 ,14.2857 ,27.353 )","( 8 ,12 ,17.5 )",1.069538053,0.000124242,-8.993281268,6.260799714,0.000116164,-9.060508097,1.901337192,0.852709396,gray
C6orf125,C6orf125,IPI00031617,IPI00031617,Uncharacterized protein C6orf125,126,"( 2 ,5 ,4 )","( 5 ,5 ,1 )",1.149866809,4.14849e-05,-10.09018133,4.408629769,3.6078e-05,-10.22982745,11.17512317,0.852792099,gray
MAP4K4,MAP4K4,IPI00604647,IPI00639883;IPI00604647;IPI00219800;IPI00219799;IPI00941980;IPI00219802;IPI00922561,mitogen-activated protein kinase kinase kinase kinase 4 isoform 2,1320,"( 30.3079 ,60.0109 ,66.6667 )","( 39.619 ,52.4848 ,43.55 )",1.049038221,5.74322e-05,-9.764906268,3.163713655,5.47474e-05,-9.812780032,2.892832176,0.852918932,gray
